payment_id,loan_id,payment_date,due_amount,payment_amount,days_overdue,payment_status
947030,709406,2023-05-19,13502.46,12683.67,0,On Time
947031,709407,2024-11-27,21427.54,19922.81,0,On Time
947032,709407,2023-03-10,11839.33,10527.82,0,On Time
947033,709407,2023-06-04,19954.05,19806.73,0,On Time
947034,709407,2023-01-13,15322.76,15205.24,0,On Time
947035,709407,2024-01-23,16074.75,17816.1,0,On Time
947036,709408,2022-04-07,16054.22,13694.57,0,On Time
947037,709408,2024-05-27,17273.79,15858.51,0,On Time
947038,709408,2023-12-22,19418.7,17776.2,0,On Time
947039,709408,2022-06-20,26802.18,24480.88,0,On Time
947040,709408,2023-10-22,21423.88,20082.54,0,On Time
947041,709409,2023-07-29,12940.14,11325.53,0,On Time
947042,709409,2022-11-05,17726.79,19546.71,0,On Time
947043,709409,2023-08-20,15489.49,17644.3,61,Severely Late
947044,709409,2024-09-14,12874.79,11145.47,0,On Time
947045,709409,2023-07-07,29106.12,28268.81,0,On Time
947046,709410,2026-01-12,14172.23,3515.63,112,Severely Late
947047,709410,2026-11-25,16859.98,16213.46,0,On Time
947048,709410,2027-03-21,16255.08,17576.41,0,On Time
947049,709410,2025-05-20,16452.87,17821.07,0,On Time
947050,709410,2025-12-30,22945.14,22677.04,0,On Time
947051,709411,2024-10-18,13641.61,13495.44,0,On Time
947052,709411,2025-02-06,37587.0,36344.24,0,On Time
947053,709411,2025-08-20,10800.14,11497.5,0,On Time
947054,709411,2025-12-17,16799.24,15595.26,0,On Time
947055,709411,2025-01-14,16534.2,18500.14,0,On Time
947056,709412,2021-07-16,13600.57,6058.75,104,Severely Late
947057,709412,2020-12-16,14595.83,15569.83,0,On Time
947058,709412,2021-04-21,40456.35,38578.56,0,On Time
947059,709412,2022-05-05,16582.42,16149.3,0,On Time
947060,709412,2021-04-04,37474.87,34298.03,0,On Time
947061,709413,2025-11-03,7047.24,7064.57,0,On Time
947062,709413,2026-10-21,28129.32,30680.84,29,Late
947063,709413,2026-06-07,19982.83,22962.06,0,On Time
947064,709413,2025-04-25,13604.95,15094.72,0,On Time
947065,709413,2025-12-13,33159.75,36956.15,6,Late
947066,709414,2025-01-04,22683.12,25671.56,0,On Time
947067,709414,2023-10-02,7859.94,8170.64,0,On Time
947068,709414,2024-05-04,21927.91,20701.2,0,On Time
947069,709414,2024-01-01,8642.74,7761.49,0,On Time
947070,709414,2023-11-18,12660.97,14437.04,0,On Time
947071,709415,2027-03-15,35042.14,34160.2,0,On Time
947072,709415,2027-01-04,27203.11,31111.37,0,On Time
947073,709415,2027-04-11,10569.28,11363.7,6,Late
947074,709415,2025-05-18,14595.92,13758.77,0,On Time
947075,709415,2025-09-30,11002.47,12606.5,0,On Time
947076,709416,2025-06-02,17784.11,18425.28,0,On Time
947077,709416,2026-04-22,8748.2,9550.85,21,Late
947078,709416,2025-10-28,17377.54,15278.32,0,On Time
947079,709416,2025-10-20,16050.44,14967.46,0,On Time
947080,709416,2024-03-01,13372.91,11791.93,0,On Time
947081,709417,2027-03-07,17032.24,14752.06,10,Late
947082,709417,2026-06-05,22143.88,19317.26,0,On Time
947083,709417,2027-03-16,7306.28,7606.51,0,On Time
947084,709417,2026-01-15,9350.89,9198.95,0,On Time
947085,709417,2026-06-09,15561.59,13431.44,4,Late
947086,709418,2023-05-20,14866.71,12941.22,0,On Time
947087,709418,2025-02-26,18146.92,19510.34,0,On Time
947088,709418,2025-07-08,10554.7,11455.59,0,On Time
947089,709418,2025-01-01,21704.12,24925.43,0,On Time
947090,709418,2023-05-12,27215.22,27005.26,0,On Time
947091,709419,2023-09-24,41627.82,37431.37,0,On Time
947092,709419,2023-12-05,11648.71,12815.32,0,On Time
947093,709419,2022-11-09,5543.28,5230.78,0,On Time
947094,709419,2024-04-09,23266.93,22636.55,0,On Time
947095,709419,2023-05-09,19092.08,16363.03,0,On Time
947096,709420,2025-06-15,16150.86,17981.74,0,On Time
947097,709420,2025-01-20,13991.12,12975.04,0,On Time
947098,709420,2025-04-06,18862.13,20257.36,0,On Time
947099,709420,2025-07-25,22525.38,19797.67,0,On Time
947100,709420,2026-08-08,23972.76,22024.57,0,On Time
947101,709421,2025-07-02,23550.92,23729.23,0,On Time
947102,709421,2025-01-28,19494.24,20968.04,0,On Time
947103,709421,2025-07-08,12290.47,10485.21,0,On Time
947104,709421,2024-10-08,14056.9,14474.88,0,On Time
947105,709421,2024-01-27,18614.82,17621.69,0,On Time
947106,709422,2021-01-17,13165.11,15114.82,0,On Time
947107,709422,2021-07-23,10131.73,9571.07,0,On Time
947108,709422,2020-05-13,37954.52,38557.98,0,On Time
947109,709422,2020-07-25,16058.16,15631.78,0,On Time
947110,709422,2021-05-10,35842.93,34630.27,0,On Time
947111,709423,2025-11-26,10377.76,9859.87,0,On Time
947112,709423,2024-08-15,9666.47,10494.37,0,On Time
947113,709423,2026-03-13,39107.21,40262.57,0,On Time
947114,709423,2026-06-04,22534.92,19306.13,0,On Time
947115,709423,2026-08-22,12554.79,12185.92,0,On Time
947116,709424,2027-12-25,15550.23,14377.32,0,On Time
947117,709424,2028-04-06,4493.32,4434.39,0,On Time
947118,709424,2028-12-03,18690.7,19569.06,0,On Time
947119,709424,2027-08-25,7898.98,7145.68,0,On Time
947120,709424,2027-07-27,14153.44,14191.4,0,On Time
947121,709425,2025-02-04,10389.78,11271.88,2,Late
947122,709425,2027-02-22,54656.55,36357.78,130,Severely Late
947123,709425,2026-04-13,15981.44,16434.71,0,On Time
947124,709425,2025-03-13,13496.28,12364.35,16,Late
947125,709425,2027-05-27,42667.61,39415.52,0,On Time
947126,709426,2022-01-26,42346.21,47720.96,0,On Time
947127,709426,2022-10-26,21932.13,21462.23,0,On Time
947128,709426,2024-02-05,21214.0,19741.68,0,On Time
947129,709426,2023-01-02,15044.44,12903.47,0,On Time
947130,709426,2024-01-15,29042.71,16821.17,145,Severely Late
947131,709427,2027-09-03,73855.97,68704.34,0,On Time
947132,709427,2026-12-20,39221.5,38409.55,0,On Time
947133,709427,2027-02-20,18002.77,19136.77,0,On Time
947134,709427,2026-07-20,14895.89,14743.43,0,On Time
947135,709427,2026-12-06,14981.66,13329.82,0,On Time
947136,709428,2024-07-30,12827.11,12594.09,0,On Time
947137,709428,2023-05-16,43657.68,47882.32,0,On Time
947138,709428,2024-07-28,22495.66,19193.64,0,On Time
947139,709428,2025-04-23,17276.39,19071.73,26,Late
947140,709428,2023-02-03,23870.13,25452.45,0,On Time
947141,709429,2026-07-26,16500.78,16084.24,0,On Time
947142,709429,2025-04-25,15882.91,17978.91,0,On Time
947143,709429,2027-04-18,22700.57,25719.9,0,On Time
947144,709429,2026-05-16,13491.73,12154.41,0,On Time
947145,709429,2025-01-28,19668.12,17917.02,19,Late
947146,709430,2026-02-05,46186.15,39896.99,12,Late
947147,709430,2027-01-28,15039.89,16427.58,0,On Time
947148,709430,2027-05-25,18190.5,20456.89,0,On Time
947149,709430,2027-07-07,12506.89,11928.84,0,On Time
947150,709430,2027-03-14,19550.81,18752.88,0,On Time
947151,709431,2027-08-23,6339.93,7003.77,0,On Time
947152,709431,2027-12-03,11679.07,12790.6,25,Late
947153,709431,2026-04-28,37157.19,39540.6,0,On Time
947154,709431,2026-04-27,28478.35,28240.84,0,On Time
947155,709431,2028-03-16,24536.46,25000.37,0,On Time
947156,709432,2025-11-15,22837.12,25304.75,0,On Time
947157,709432,2025-05-03,14748.14,15289.43,0,On Time
947158,709432,2025-07-24,14405.51,16367.29,0,On Time
947159,709432,2025-04-27,20526.79,17497.51,71,Severely Late
947160,709432,2025-01-04,12177.03,11206.96,0,On Time
947161,709433,2027-06-13,14304.63,15548.48,0,On Time
947162,709433,2026-11-20,23779.12,24536.08,0,On Time
947163,709433,2026-12-09,12585.05,11086.95,0,On Time
947164,709433,2028-04-17,13053.1,13932.17,0,On Time
947165,709433,2026-04-03,27022.67,23091.81,0,On Time
947166,709434,2023-09-06,18324.41,17637.42,0,On Time
947167,709434,2023-08-29,23024.11,22037.4,29,Late
947168,709434,2022-07-20,24661.74,22890.46,23,Late
947169,709434,2023-11-28,8104.28,8830.94,0,On Time
947170,709434,2023-10-01,11066.9,11765.95,0,On Time
947171,709435,2027-10-02,21208.93,19073.68,0,On Time
947172,709435,2027-08-02,23023.08,21890.81,0,On Time
947173,709435,2026-07-18,10210.59,10648.61,0,On Time
947174,709435,2027-05-29,22980.33,20162.8,0,On Time
947175,709435,2028-07-20,10379.15,10651.53,0,On Time
947176,709436,2026-08-18,10288.86,10711.9,0,On Time
947177,709436,2025-07-31,16063.86,13800.25,0,On Time
947178,709436,2027-03-03,15272.39,17433.52,0,On Time
947179,709436,2025-09-18,17062.01,15456.99,0,On Time
947180,709436,2025-05-01,13399.18,11978.08,0,On Time
947181,709437,2025-11-10,32361.44,35381.71,0,On Time
947182,709437,2024-09-05,22096.35,21308.05,0,On Time
947183,709437,2024-06-15,8861.45,8701.5,0,On Time
947184,709437,2025-04-23,29737.16,33779.68,0,On Time
947185,709437,2024-04-13,10464.03,8968.92,0,On Time
947186,709438,2027-11-14,22948.3,19917.72,0,On Time
947187,709438,2026-10-19,15693.91,14495.59,0,On Time
947188,709438,2026-07-23,16271.88,16232.05,0,On Time
947189,709438,2027-03-07,21322.82,9102.48,97,Severely Late
947190,709438,2027-08-23,6460.93,6176.27,0,On Time
947191,709439,2023-06-19,8665.34,8415.73,17,Late
947192,709439,2024-03-16,24816.57,23011.34,0,On Time
947193,709439,2023-07-30,13858.61,11941.41,11,Late
947194,709439,2023-06-07,12605.14,13318.26,0,On Time
947195,709439,2023-09-19,19997.2,21083.34,0,On Time
947196,709440,2024-02-08,37159.37,35254.75,0,On Time
947197,709440,2025-04-27,13129.44,13815.35,0,On Time
947198,709440,2024-03-26,21475.54,6889.51,144,Severely Late
947199,709440,2023-07-18,15511.27,16933.5,0,On Time
947200,709440,2023-11-26,26411.15,29926.98,0,On Time
947201,709441,2022-05-01,13211.56,12575.03,0,On Time
947202,709441,2022-04-16,13549.11,14222.19,0,On Time
947203,709441,2022-10-15,13224.66,12263.55,28,Late
947204,709441,2022-08-13,12582.71,11640.14,0,On Time
947205,709441,2021-10-28,16783.54,16896.6,0,On Time
947206,709442,2022-03-11,12829.76,13955.88,0,On Time
947207,709442,2023-09-09,9569.36,8813.82,0,On Time
947208,709442,2021-11-06,11561.02,13032.52,0,On Time
947209,709442,2021-11-18,22165.69,24465.19,0,On Time
947210,709442,2023-10-08,9069.7,7759.52,0,On Time
947211,709443,2026-02-11,12394.53,11417.63,0,On Time
947212,709443,2026-01-04,11435.9,11905.94,0,On Time
947213,709443,2026-10-30,21409.31,21498.08,0,On Time
947214,709443,2026-08-13,12968.36,14505.02,0,On Time
947215,709443,2026-04-19,10454.94,9606.89,0,On Time
947216,709444,2023-03-16,31172.59,34404.35,0,On Time
947217,709444,2021-11-09,7826.76,6717.95,0,On Time
947218,709444,2023-07-16,33685.07,36272.63,0,On Time
947219,709444,2022-04-19,32249.64,29763.32,0,On Time
947220,709444,2022-12-23,16557.16,14557.53,0,On Time
947221,709445,2023-01-12,16940.15,17366.13,0,On Time
947222,709445,2023-02-01,36020.77,33432.89,0,On Time
947223,709445,2021-03-02,34880.19,33462.98,0,On Time
947224,709445,2021-08-08,10930.57,10135.25,0,On Time
947225,709445,2022-11-04,29660.92,28477.21,0,On Time
947226,709446,2025-05-20,21863.23,24359.75,0,On Time
947227,709446,2025-12-15,15900.02,15398.38,29,Late
947228,709446,2024-12-22,12654.44,12563.23,0,On Time
947229,709446,2025-11-09,16378.31,15613.59,0,On Time
947230,709446,2025-03-02,41293.9,35589.48,0,On Time
947231,709447,2024-07-12,16825.81,17804.19,0,On Time
947232,709447,2024-04-26,51474.71,49506.16,0,On Time
947233,709447,2025-11-04,15474.2,15516.82,0,On Time
947234,709447,2024-11-19,20540.49,19320.2,0,On Time
947235,709447,2025-02-28,15872.66,17430.75,0,On Time
947236,709448,2027-02-20,30551.43,19124.16,156,Severely Late
947237,709448,2025-08-05,17916.38,16939.52,0,On Time
947238,709448,2025-08-09,21897.43,21425.66,0,On Time
947239,709448,2026-11-05,23965.2,21503.49,0,On Time
947240,709448,2026-01-03,14843.45,17067.16,0,On Time
947241,709449,2022-09-09,12997.7,11080.66,0,On Time
947242,709449,2023-09-23,10540.05,10003.05,20,Late
947243,709449,2023-03-10,10761.84,12210.06,0,On Time
947244,709449,2023-10-03,28192.73,27627.27,0,On Time
947245,709449,2023-03-27,10799.03,12095.22,1,Late
947246,709450,2024-10-04,33310.38,34417.45,0,On Time
947247,709450,2024-02-01,14975.07,12936.59,25,Late
947248,709450,2024-11-15,16852.16,15190.08,0,On Time
947249,709450,2023-04-17,16985.36,17164.32,0,On Time
947250,709450,2024-03-29,22826.42,22716.89,10,Late
947251,709451,2023-06-20,8665.66,9055.43,0,On Time
947252,709451,2023-05-14,20419.73,18047.25,0,On Time
947253,709451,2023-09-13,16107.49,15882.11,0,On Time
947254,709451,2022-03-17,5081.01,3544.16,174,Severely Late
947255,709451,2023-12-03,19766.3,19600.27,0,On Time
947256,709452,2021-07-30,22805.44,22031.66,0,On Time
947257,709452,2021-05-27,14850.16,15221.89,14,Late
947258,709452,2022-06-22,13875.4,9460.07,124,Severely Late
947259,709452,2021-06-25,14468.27,7505.96,111,Severely Late
947260,709452,2021-04-06,10107.35,11102.91,0,On Time
947261,709453,2025-01-13,34325.16,33461.97,26,Late
947262,709453,2025-09-30,30269.41,28099.43,0,On Time
947263,709453,2024-12-20,10771.86,10546.78,26,Late
947264,709453,2024-05-21,27549.34,26623.11,0,On Time
947265,709453,2026-02-15,35489.83,30783.84,0,On Time
947266,709454,2024-02-16,29593.12,26681.42,0,On Time
947267,709454,2022-01-23,15445.03,15938.7,0,On Time
947268,709454,2023-03-12,38777.92,35846.55,10,Late
947269,709454,2024-01-23,20070.23,21785.42,0,On Time
947270,709454,2024-01-06,28074.48,31015.64,26,Late
947271,709455,2021-12-26,30814.46,33483.6,0,On Time
947272,709455,2021-04-06,12932.88,12433.07,0,On Time
947273,709455,2022-10-29,13249.48,11411.94,0,On Time
947274,709455,2021-02-15,21709.69,23888.24,0,On Time
947275,709455,2023-01-22,36535.43,41744.56,0,On Time
947276,709456,2026-01-27,15043.67,16547.35,0,On Time
947277,709456,2025-12-02,40808.95,35002.74,0,On Time
947278,709456,2026-10-07,15283.94,17457.66,0,On Time
947279,709456,2026-02-08,21509.16,23785.65,0,On Time
947280,709456,2026-03-08,32302.43,37136.75,0,On Time
947281,709457,2021-02-05,16706.95,14449.72,0,On Time
947282,709457,2021-10-17,17807.18,16564.27,0,On Time
947283,709457,2021-08-04,25128.81,21786.32,5,Late
947284,709457,2021-03-26,8257.12,7649.31,0,On Time
947285,709457,2020-03-28,18283.51,19285.8,0,On Time
947286,709458,2024-05-14,37229.57,42790.4,0,On Time
947287,709458,2025-02-13,15897.34,17626.05,0,On Time
947288,709458,2023-05-30,10656.74,9192.98,0,On Time
947289,709458,2024-03-11,23200.23,21852.7,0,On Time
947290,709458,2023-01-16,15662.18,13756.96,1,Late
947291,709459,2022-12-30,22603.25,21088.49,0,On Time
947292,709459,2023-06-03,7893.14,7499.47,0,On Time
947293,709459,2022-09-13,17444.53,17413.12,0,On Time
947294,709459,2022-12-22,17145.61,19450.04,0,On Time
947295,709459,2023-07-18,25974.43,26209.43,0,On Time
947296,709460,2025-03-27,26745.33,23457.16,0,On Time
947297,709460,2024-06-20,14293.44,12265.5,0,On Time
947298,709460,2024-08-05,9037.88,8028.68,0,On Time
947299,709460,2026-02-23,21331.68,20767.66,6,Late
947300,709460,2024-12-14,15740.68,17503.24,0,On Time
947301,709461,2025-11-16,23208.19,24098.02,19,Late
947302,709461,2026-10-01,16232.55,16353.11,0,On Time
947303,709461,2026-04-13,16222.8,17131.03,0,On Time
947304,709461,2025-09-29,23125.54,21139.9,0,On Time
947305,709461,2027-02-03,8229.53,9344.56,6,Late
947306,709462,2022-06-16,17990.92,20476.77,0,On Time
947307,709462,2022-03-08,21567.85,21130.32,0,On Time
947308,709462,2020-12-11,10939.46,9639.21,0,On Time
947309,709462,2022-06-03,9262.21,9770.35,0,On Time
947310,709462,2022-03-01,12476.19,12540.83,0,On Time
947311,709463,2023-02-16,17278.32,18314.02,0,On Time
947312,709463,2022-10-14,24777.85,28108.46,0,On Time
947313,709463,2022-10-31,14457.13,13936.1,0,On Time
947314,709463,2023-06-13,27440.41,29613.27,0,On Time
947315,709463,2023-07-19,14226.39,12546.54,0,On Time
947316,709464,2028-04-03,11570.6,11399.44,0,On Time
947317,709464,2026-02-26,13707.74,14636.33,0,On Time
947318,709464,2027-10-30,12694.78,10820.52,0,On Time
947319,709464,2027-07-15,27128.81,23354.21,0,On Time
947320,709464,2028-06-07,17216.95,14822.04,0,On Time
947321,709465,2024-02-10,32611.94,31744.45,0,On Time
947322,709465,2024-11-21,15339.91,16310.99,0,On Time
947323,709465,2025-08-08,21234.89,5188.06,117,Severely Late
947324,709465,2025-01-13,14714.61,16545.9,0,On Time
947325,709465,2023-12-19,25334.62,26132.9,0,On Time
947326,709466,2024-06-25,45849.7,41729.54,0,On Time
947327,709466,2023-10-03,12103.94,10497.13,0,On Time
947328,709466,2024-12-26,32340.78,29633.71,0,On Time
947329,709466,2025-01-27,18173.64,15943.73,0,On Time
947330,709466,2024-11-24,26729.68,22870.36,0,On Time
947331,709467,2024-07-28,11534.0,11415.13,0,On Time
947332,709467,2023-08-30,8655.88,9299.28,0,On Time
947333,709467,2023-03-24,23476.56,25231.33,0,On Time
947334,709467,2024-05-02,20220.45,22807.21,0,On Time
947335,709467,2023-11-07,6800.42,6311.73,31,Severely Late
947336,709468,2027-07-19,7329.75,8315.51,0,On Time
947337,709468,2027-04-14,31882.19,36018.23,10,Late
947338,709468,2026-10-08,23318.48,21289.49,12,Late
947339,709468,2026-05-06,11378.35,11027.18,0,On Time
947340,709468,2025-12-17,15333.75,13387.84,0,On Time
947341,709469,2021-06-17,13157.94,12580.02,0,On Time
947342,709469,2021-11-16,20371.77,18202.46,0,On Time
947343,709469,2022-06-06,24445.05,25634.73,12,Late
947344,709469,2020-09-06,30732.44,30595.07,0,On Time
947345,709469,2022-08-07,19984.73,22481.24,0,On Time
947346,709470,2024-08-12,19716.13,16760.75,21,Late
947347,709470,2024-05-30,26317.7,23411.6,0,On Time
947348,709470,2024-06-08,15924.79,14988.92,0,On Time
947349,709470,2025-11-21,11697.4,13123.15,9,Late
947350,709470,2026-01-25,15164.83,8056.39,156,Severely Late
947351,709471,2023-02-12,20751.73,23295.75,0,On Time
947352,709471,2024-07-28,19124.44,20881.24,0,On Time
947353,709471,2022-10-09,56612.0,50134.91,0,On Time
947354,709471,2022-09-12,12808.83,13574.49,0,On Time
947355,709471,2024-09-09,9788.24,8362.98,0,On Time
947356,709472,2021-03-18,28597.78,25816.63,0,On Time
947357,709472,2023-02-02,16628.19,14190.52,0,On Time
947358,709472,2022-02-26,10942.72,10842.1,0,On Time
947359,709472,2021-07-29,32344.26,32877.75,0,On Time
947360,709472,2022-01-10,11667.88,12316.64,0,On Time
947361,709473,2020-05-02,16114.55,15524.61,0,On Time
947362,709473,2021-04-02,19891.32,18074.64,0,On Time
947363,709473,2021-05-17,19560.5,17647.43,0,On Time
947364,709473,2022-06-04,29052.96,30368.93,0,On Time
947365,709473,2021-11-04,14019.4,12438.96,0,On Time
947366,709474,2025-11-15,22134.9,23258.28,0,On Time
947367,709474,2027-03-08,12112.0,10617.34,0,On Time
947368,709474,2026-02-12,26727.45,25229.76,0,On Time
947369,709474,2027-01-23,29655.88,33273.58,0,On Time
947370,709474,2025-12-09,28442.26,25074.93,0,On Time
947371,709475,2023-04-03,14304.66,15544.17,0,On Time
947372,709475,2021-06-29,10367.51,11404.73,0,On Time
947373,709475,2021-05-20,29101.17,29812.69,0,On Time
947374,709475,2022-02-20,16723.84,16866.57,0,On Time
947375,709475,2021-05-25,7832.94,8386.08,0,On Time
947376,709476,2027-01-05,14551.29,12950.93,15,Late
947377,709476,2028-10-27,14305.05,15805.91,0,On Time
947378,709476,2028-03-02,24367.03,20843.68,0,On Time
947379,709476,2026-10-08,22529.08,19632.53,0,On Time
947380,709476,2029-01-02,22263.39,21423.93,0,On Time
947381,709477,2024-06-08,7726.87,6571.44,0,On Time
947382,709477,2024-12-09,14366.5,13019.37,0,On Time
947383,709477,2025-04-20,14836.86,14049.0,0,On Time
947384,709477,2024-11-27,22539.99,22202.0,0,On Time
947385,709477,2024-12-04,16453.72,16765.8,0,On Time
947386,709478,2021-08-01,50094.18,51546.14,0,On Time
947387,709478,2022-05-14,15458.73,13854.29,0,On Time
947388,709478,2022-08-01,10761.84,10109.04,0,On Time
947389,709478,2022-08-28,11825.77,13598.31,0,On Time
947390,709478,2021-09-12,17940.67,19830.22,0,On Time
947391,709479,2025-03-09,15697.92,14697.93,0,On Time
947392,709479,2026-02-08,14122.98,12202.52,0,On Time
947393,709479,2025-04-19,23730.07,24408.53,0,On Time
947394,709479,2025-12-05,13395.69,14365.39,0,On Time
947395,709479,2026-03-14,27797.47,29432.5,0,On Time
947396,709480,2021-04-03,11751.91,13430.95,0,On Time
947397,709480,2022-05-30,16743.32,16881.42,0,On Time
947398,709480,2021-11-11,20612.98,23026.28,0,On Time
947399,709480,2020-07-15,9439.31,9644.59,0,On Time
947400,709480,2021-02-13,24865.25,22219.41,0,On Time
947401,709481,2021-09-29,10179.02,11448.93,0,On Time
947402,709481,2021-12-04,13365.62,14713.54,0,On Time
947403,709481,2021-06-04,11282.63,11079.62,0,On Time
947404,709481,2021-12-10,21618.52,22025.09,28,Late
947405,709481,2022-11-05,18198.15,16231.48,0,On Time
947406,709482,2026-02-20,19085.48,21633.04,0,On Time
947407,709482,2025-02-18,14882.44,14925.54,0,On Time
947408,709482,2024-05-31,10578.6,9965.33,0,On Time
947409,709482,2024-11-29,9274.92,8517.76,0,On Time
947410,709482,2026-03-12,40054.98,34142.39,0,On Time
947411,709483,2025-08-29,14462.71,13641.92,0,On Time
947412,709483,2026-04-27,14932.94,15382.17,9,Late
947413,709483,2026-07-26,14591.07,16129.02,0,On Time
947414,709483,2027-05-27,15493.89,16137.7,16,Late
947415,709483,2026-07-18,16920.67,18261.72,0,On Time
947416,709484,2023-08-05,17649.14,17994.69,0,On Time
947417,709484,2021-04-11,18959.79,20634.94,0,On Time
947418,709484,2022-06-30,41221.03,40342.73,0,On Time
947419,709484,2023-03-12,21764.85,20760.91,0,On Time
947420,709484,2022-02-09,13014.05,14482.27,0,On Time
947421,709485,2027-06-09,20382.86,18448.2,0,On Time
947422,709485,2028-06-28,23108.82,20155.94,0,On Time
947423,709485,2028-07-04,24141.98,27670.53,0,On Time
947424,709485,2027-10-15,9519.97,8399.73,0,On Time
947425,709485,2027-12-14,27037.47,29213.27,0,On Time
947426,709486,2022-10-24,33169.28,35163.51,0,On Time
947427,709486,2023-01-09,18349.93,20081.15,0,On Time
947428,709486,2022-05-24,10760.05,11855.03,0,On Time
947429,709486,2023-02-12,33129.42,30433.99,21,Late
947430,709486,2023-03-04,13376.85,13016.4,0,On Time
947431,709487,2023-08-05,15549.28,13721.66,0,On Time
947432,709487,2023-12-30,21378.92,20547.67,1,Late
947433,709487,2025-02-27,22683.06,24159.37,0,On Time
947434,709487,2024-02-26,15073.89,13076.94,0,On Time
947435,709487,2025-03-06,13396.36,13578.46,0,On Time
947436,709488,2025-12-05,16537.24,14154.78,21,Late
947437,709488,2025-11-18,16482.77,16172.77,0,On Time
947438,709488,2027-09-21,25396.48,27545.2,17,Late
947439,709488,2026-02-18,23190.28,21578.47,0,On Time
947440,709488,2027-08-24,38781.1,40586.5,0,On Time
947441,709489,2023-07-09,16505.85,14739.36,0,On Time
947442,709489,2024-07-22,21337.43,20613.66,0,On Time
947443,709489,2023-10-25,13716.64,14883.92,0,On Time
947444,709489,2024-09-09,9067.01,9620.09,13,Late
947445,709489,2025-05-16,29685.95,33342.5,0,On Time
947446,709490,2025-01-22,13501.66,14935.39,0,On Time
947447,709490,2024-11-06,11183.57,10751.66,0,On Time
947448,709490,2024-09-22,20985.09,22898.43,0,On Time
947449,709490,2025-05-08,10633.66,9528.1,0,On Time
947450,709490,2024-03-09,14485.02,14972.56,0,On Time
947451,709491,2024-11-25,9539.42,10484.14,0,On Time
947452,709491,2023-08-30,19139.03,20712.28,0,On Time
947453,709491,2023-12-19,26253.78,25421.72,0,On Time
947454,709491,2024-06-23,22083.53,24652.25,0,On Time
947455,709491,2024-10-11,16605.67,18436.19,0,On Time
947456,709492,2023-12-13,10945.81,10748.94,33,Severely Late
947457,709492,2023-02-02,18411.57,19280.71,0,On Time
947458,709492,2023-12-10,12484.08,10910.53,0,On Time
947459,709492,2022-09-21,13761.99,15331.87,12,Late
947460,709492,2024-03-26,28846.48,28917.14,0,On Time
947461,709493,2022-09-26,8280.45,7707.71,0,On Time
947462,709493,2023-09-23,10588.35,11913.25,0,On Time
947463,709493,2024-03-27,18715.49,16121.63,0,On Time
947464,709493,2023-11-14,17929.51,18379.97,0,On Time
947465,709493,2023-11-29,19594.9,22101.8,0,On Time
947466,709494,2022-07-20,12106.12,13592.99,0,On Time
947467,709494,2020-10-12,11738.3,11957.85,0,On Time
947468,709494,2022-03-14,18761.93,19743.6,0,On Time
947469,709494,2020-06-12,13653.39,12791.39,17,Late
947470,709494,2021-12-26,32638.24,32194.93,0,On Time
947471,709495,2026-11-16,44493.38,40723.22,0,On Time
947472,709495,2026-06-05,16461.09,17310.38,0,On Time
947473,709495,2026-03-18,26152.93,22247.98,0,On Time
947474,709495,2027-02-18,8391.3,7573.34,0,On Time
947475,709495,2026-06-01,13570.75,12991.5,29,Late
947476,709496,2023-12-16,12222.41,11004.14,16,Late
947477,709496,2024-04-24,23346.63,20468.91,0,On Time
947478,709496,2023-09-22,24086.09,5963.23,94,Severely Late
947479,709496,2024-03-28,12090.58,10424.38,0,On Time
947480,709496,2024-08-17,17248.18,16054.11,0,On Time
947481,709497,2021-12-20,24794.28,23069.81,0,On Time
947482,709497,2022-03-19,15313.14,15329.84,0,On Time
947483,709497,2022-05-04,15844.24,14816.13,0,On Time
947484,709497,2022-03-24,13221.72,12452.55,61,Severely Late
947485,709497,2022-12-02,23106.79,21569.54,0,On Time
947486,709498,2023-10-23,15338.16,17108.55,0,On Time
947487,709498,2023-08-01,17350.45,16416.25,0,On Time
947488,709498,2023-12-24,14531.57,15025.18,0,On Time
947489,709498,2024-09-07,10343.84,10660.85,0,On Time
947490,709498,2025-07-01,15913.5,17173.82,6,Late
947491,709499,2027-01-08,11791.41,13100.49,0,On Time
947492,709499,2028-03-24,13524.45,13874.7,4,Late
947493,709499,2026-08-14,12451.69,13259.07,0,On Time
947494,709499,2026-09-25,15673.06,14190.92,0,On Time
947495,709499,2028-04-01,12648.14,12025.89,0,On Time
947496,709500,2022-12-31,14038.97,13896.97,0,On Time
947497,709500,2022-01-30,19557.14,19278.77,0,On Time
947498,709500,2021-11-30,8201.84,7098.66,0,On Time
947499,709500,2022-09-29,10114.75,10511.51,0,On Time
947500,709500,2021-08-25,7611.58,6985.94,0,On Time
947501,709501,2021-05-15,32667.24,30170.59,0,On Time
947502,709501,2021-10-04,20151.46,4021.94,171,Severely Late
947503,709501,2021-07-23,23150.16,20319.34,1,Late
947504,709501,2021-08-29,18675.19,20830.29,0,On Time
947505,709501,2022-04-08,12758.67,13218.88,9,Late
947506,709502,2023-08-01,15470.46,15280.38,0,On Time
947507,709502,2021-08-01,6706.51,6506.49,0,On Time
947508,709502,2023-07-11,21967.66,23658.82,0,On Time
947509,709502,2022-07-09,30690.09,33826.97,0,On Time
947510,709502,2021-07-05,16728.65,18056.97,0,On Time
947511,709503,2025-10-04,8252.39,8157.51,13,Late
