loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,tenure_months,loan_date,maturity_date,loan_status,outstanding_amount,default_flag
710842,102330,26,Home,2937468.61,9.43,12,2026-02-07,2027-02-02,Active,2454298.65,0
710843,101167,17,Personal,299681.71,9.79,24,2025-04-22,2027-04-12,Active,243922.58,0
710844,102179,12,Personal,171061.5,11.67,36,2022-10-26,2025-10-10,Closed,0.0,0
710845,103068,37,Business,800716.89,8.79,36,2025-08-30,2028-08-14,Closed,0.0,0
710846,104042,4,Home,1597607.58,7.4,24,2026-01-01,2027-12-22,Active,1491390.95,0
710847,108136,39,Personal,462360.87,12.5,48,2021-03-08,2025-02-15,Active,355410.85,0
710848,103020,33,Education,358736.8,5.94,24,2023-03-19,2025-03-08,Active,174598.21,0
710849,105248,12,Gold,271748.24,11.37,120,2025-04-22,2035-03-01,Active,56613.58,0
710850,100128,31,Gold,285877.91,8.73,48,2023-12-22,2027-12-01,Active,263487.04,0
710851,100272,40,Education,588228.75,8.51,24,2021-10-09,2023-09-29,Closed,0.0,0
710852,109954,22,Home,1795587.85,6.04,24,2023-12-28,2025-12-17,Active,1074761.22,0
710853,103403,35,Auto,1640274.53,10.16,36,2020-04-08,2023-03-24,Active,604990.3,0
710854,100271,6,Home,2325029.45,10.01,36,2021-03-08,2024-02-21,Closed,0.0,0
710855,106807,28,Home,2267685.97,8.08,12,2025-07-29,2026-07-24,Active,906818.18,0
710856,105627,8,Personal,256831.48,11.52,36,2020-06-11,2023-05-27,Active,158527.67,0
710857,101871,18,Auto,1542492.7,9.67,84,2023-08-26,2030-07-20,Closed,0.0,0
710858,108045,30,Education,348596.18,6.05,84,2022-08-29,2029-07-23,Closed,0.0,0
710859,108543,17,Personal,493732.19,12.65,120,2021-06-06,2031-04-15,Closed,0.0,0
710860,106056,13,Home,1015881.49,6.2,60,2023-08-12,2028-07-16,Active,951727.35,0
710861,109283,16,Gold,92057.55,9.21,36,2021-06-25,2024-06-09,Closed,0.0,0
710862,109172,27,Business,2970271.5,10.37,180,2021-11-19,2036-09-01,Active,645647.19,0
710863,108727,16,Personal,341799.18,12.04,24,2024-04-22,2026-04-12,Closed,0.0,0
710864,106333,32,Personal,174352.65,11.87,24,2020-03-17,2022-03-07,Active,127510.94,0
710865,109013,40,Home,2625153.07,12.05,60,2026-03-06,2031-02-08,Active,1294592.13,0
710866,109919,36,Personal,220059.96,10.83,36,2025-03-15,2028-02-28,Active,88230.29,0
710867,105382,13,Gold,490228.3,11.67,24,2020-08-15,2022-08-05,Closed,0.0,0
710868,102966,8,Business,894528.63,11.22,36,2020-02-21,2023-02-05,Prepaid,0.0,0
710869,100393,34,Education,229958.78,8.52,84,2024-04-03,2031-02-26,Active,143981.63,0
710870,102131,26,Personal,320240.29,14.3,240,2020-08-01,2040-04-18,Active,103741.2,0
710871,109447,25,Auto,1072394.4,10.37,48,2024-04-13,2028-03-23,Closed,0.0,0
710872,100870,5,Personal,173256.16,13.13,12,2022-07-23,2023-07-18,Closed,0.0,0
710873,109967,28,Personal,214219.2,14.4,60,2023-12-03,2028-11-06,Active,45368.61,0
710874,103293,39,Education,295281.8,6.41,36,2021-06-30,2024-06-14,Closed,0.0,0
710875,103931,20,Home,2564985.61,11.85,60,2020-07-01,2025-06-05,Active,1483777.16,0
710876,100011,3,Personal,438013.53,13.56,84,2023-04-08,2030-03-02,Active,390756.87,0
710877,107652,18,Personal,160411.28,12.73,180,2020-02-23,2034-12-06,Closed,0.0,0
710878,101596,10,Auto,412453.31,8.67,24,2026-08-04,2028-07-24,Active,155283.44,0
710879,102171,16,Auto,622058.04,5.86,12,2020-11-12,2021-11-07,Active,566341.49,0
710880,108373,19,Auto,599786.41,9.9,120,2022-12-21,2032-10-29,Active,495559.1,0
710881,108443,39,Personal,852548.98,12.41,60,2020-07-07,2025-06-11,Prepaid,0.0,0
710882,101446,15,Education,556141.08,5.5,48,2022-10-31,2026-10-10,Closed,0.0,0
710883,106792,29,Home,1798562.95,10.03,120,2022-10-29,2032-09-06,Active,1408815.13,0
710884,100839,6,Auto,571702.74,10.57,240,2020-07-31,2040-04-17,Active,504357.1,0
710885,109526,25,Home,1944399.99,6.49,12,2020-12-15,2021-12-10,Active,595297.07,0
710886,104486,25,Personal,158025.87,10.49,12,2022-11-23,2023-11-18,Active,79608.18,0
710887,102408,12,Business,1693130.89,12.87,84,2024-08-02,2031-06-27,Active,558230.7,0
710888,100226,29,Home,3067697.46,7.83,48,2020-11-03,2024-10-13,Active,2172821.38,0
710889,104316,10,Home,1824299.83,7.19,60,2025-07-24,2030-06-28,Active,732134.47,0
710890,108074,25,Auto,658684.38,7.58,48,2025-01-05,2028-12-15,Active,275526.94,0
710891,105597,35,Personal,317183.88,12.43,12,2022-03-25,2023-03-20,Closed,0.0,0
710892,104442,27,Home,3485055.75,8.7,48,2022-04-11,2026-03-21,Active,2967306.83,0
710893,107664,22,Personal,126767.96,11.58,24,2023-06-22,2025-06-11,Prepaid,0.0,0
710894,104528,29,Auto,485861.57,9.93,120,2022-08-29,2032-07-07,Prepaid,0.0,0
710895,109599,29,Gold,261152.46,11.32,48,2020-07-03,2024-06-12,Closed,0.0,0
710896,108639,12,Personal,220648.97,13.08,24,2024-02-27,2026-02-16,Active,33349.44,0
710897,107808,3,Education,281217.92,9.72,60,2026-08-29,2031-08-03,Active,227253.42,0
710898,107128,3,Personal,224244.73,12.53,36,2020-06-24,2023-06-09,Active,78485.96,0
710899,103593,7,Personal,132321.51,9.81,180,2024-11-10,2039-08-24,Closed,0.0,0
710900,106825,34,Education,393256.54,5.66,36,2021-01-13,2023-12-29,Active,138819.2,0
710901,102370,19,Personal,150037.56,11.67,60,2021-11-08,2026-10-13,Active,107217.11,0
710902,103687,22,Business,2090720.66,10.69,120,2021-05-17,2031-03-26,Active,880505.86,0
710903,100135,23,Personal,152843.74,10.08,84,2024-04-10,2031-03-05,Active,117603.2,0
710904,101918,35,Gold,541464.2,12.02,60,2023-11-05,2028-10-09,Closed,0.0,0
710905,100041,14,Business,1570153.17,6.83,12,2024-10-15,2025-10-10,Closed,0.0,0
710906,101538,37,Personal,409918.05,12.82,120,2020-12-07,2030-10-16,Active,205189.76,0
710907,106994,9,Personal,87770.53,12.24,36,2025-01-18,2028-01-03,Active,17259.41,0
710908,107593,31,Business,1087841.87,9.67,36,2024-01-02,2026-12-17,Prepaid,0.0,0
710909,104246,14,Personal,499103.52,12.21,12,2026-08-16,2027-08-11,Active,299203.72,0
710910,101279,1,Auto,620160.51,9.17,48,2023-07-03,2027-06-12,Active,286053.48,0
710911,103089,11,Auto,434887.86,,60,2021-07-03,2026-06-07,Closed,0.0,0
710912,108811,2,Business,2563008.69,11.37,12,2026-02-19,2027-02-14,Active,1755373.21,0
710913,102611,12,Education,258391.98,10.19,60,2026-04-23,2031-03-28,Closed,0.0,0
710914,106452,9,Home,1954097.68,9.38,180,2022-01-02,2036-10-15,Active,1833938.56,0
710915,100718,24,Business,1421502.08,11.98,24,2025-08-24,2027-08-14,Active,296240.88,0
710916,102451,34,Personal,148465.24,8.48,240,2025-07-15,2045-04-01,Active,34851.08,0
710917,108007,13,Business,983185.17,8.28,84,2020-11-11,2027-10-06,Active,543244.41,0
710918,105321,32,Personal,430299.77,13.75,240,2020-04-14,2039-12-31,Active,108216.48,0
710919,106588,30,Personal,455164.86,11.41,240,2024-06-25,2044-03-12,Active,187196.67,0
710920,101423,28,Auto,337685.62,9.27,48,2021-10-07,2025-09-16,Active,210124.43,0
710921,101577,20,Home,1987378.0,8.65,48,2025-03-16,2029-02-23,Active,1015605.59,0
710922,109034,27,Gold,328173.56,11.32,84,2022-06-05,2029-04-29,Active,196306.16,0
710923,102284,24,Gold,216389.7,9.17,60,2022-04-28,2027-04-02,Active,59446.42,0
710924,101820,14,Personal,163033.62,15.56,36,2025-06-16,2028-05-31,Closed,0.0,0
710925,104672,4,Auto,1114876.57,9.55,24,2020-12-20,2022-12-10,Closed,0.0,0
710926,100494,37,Auto,760133.37,11.88,12,2022-04-12,2023-04-07,Active,250025.38,0
710927,101277,24,Education,587115.31,8.34,24,2024-01-20,2026-01-09,Active,114122.76,0
710928,106638,36,Auto,813873.25,11.69,84,2023-01-23,2029-12-17,Active,606656.16,0
710929,103997,22,Home,2998845.98,8.38,36,2024-04-08,2027-03-24,Closed,0.0,0
710930,106061,25,Gold,225171.21,10.68,12,2020-04-05,2021-03-31,Active,112278.66,0
710931,108522,19,Auto,471163.47,8.86,36,2022-02-24,2025-02-08,Active,110182.35,0
710932,103917,34,Personal,176486.09,11.98,12,2021-07-07,2022-07-02,Active,43270.52,0
710933,107038,14,Gold,376471.28,11.75,60,2025-01-10,2029-12-15,Active,338820.33,0
710934,100037,27,Business,1502393.1,12.44,36,2023-10-23,2026-10-07,Active,557922.64,0
710935,101952,24,Personal,316596.05,15.33,240,2025-07-03,2045-03-20,Prepaid,0.0,0
710936,105377,1,Auto,374363.03,8.9,84,2026-08-27,2033-07-21,Closed,0.0,0
710937,107047,6,Auto,1421348.85,8.62,84,2020-12-02,2027-10-27,Active,1227300.17,0
710938,104273,9,Auto,619426.95,9.31,240,2023-09-19,2043-06-06,Closed,0.0,0
710939,105589,31,Auto,1054422.72,10.26,12,2025-10-19,2026-10-14,Active,681260.95,0
710940,102013,3,Personal,163045.39,14.06,24,2023-06-15,2025-06-04,Closed,0.0,0
710941,109161,9,Business,1315550.27,9.54,48,2023-12-05,2027-11-14,Active,329799.51,0
710942,106322,36,Business,4483750.5,10.87,24,2022-12-29,2024-12-18,Prepaid,0.0,0
710943,101610,35,Home,1914952.22,12.4,120,2024-11-30,2034-10-09,Prepaid,0.0,0
710944,103207,21,Personal,142411.46,11.49,60,2025-09-04,2030-08-09,Closed,0.0,0
710945,100887,37,Personal,196936.61,11.82,240,2021-08-28,2041-05-15,Active,85141.58,0
710946,102345,31,Gold,173303.73,8.88,60,2025-10-11,2030-09-15,Active,35955.01,0
710947,108370,40,Gold,534002.66,10.36,180,2023-08-26,2038-06-08,Active,185148.17,0
710948,103820,13,Home,1482678.57,6.83,84,2023-12-03,2030-10-27,Active,403335.78,0
710949,105863,32,Auto,803981.23,9.87,48,2022-09-23,2026-09-02,Active,298105.08,0
710950,108040,10,Education,1028939.21,7.86,180,2023-02-11,2037-11-24,Active,879678.1,0
710951,103811,24,Home,3738786.07,9.54,60,2026-08-01,2031-07-06,Prepaid,0.0,0
710952,100038,15,Auto,613508.41,10.0,12,2020-01-07,2021-01-01,Closed,0.0,0
710953,100555,29,Auto,925608.59,9.84,24,2023-10-15,2025-10-04,Prepaid,0.0,0
710954,107535,1,Education,330545.98,9.31,36,2020-02-10,2023-01-25,Active,296521.59,0
710955,108473,35,Home,1135206.05,5.5,48,2026-06-01,2030-05-11,Active,449490.88,0
710956,107939,31,Personal,353917.21,11.24,180,2023-12-20,2038-10-02,Active,335275.78,0
710957,103048,31,Education,452642.91,8.04,180,2022-03-21,2037-01-01,Active,218470.66,0
710958,106818,35,Home,3581296.54,8.4,120,2023-06-14,2033-04-22,Closed,0.0,0
710959,104636,11,Business,906196.55,13.49,36,2021-04-07,2024-03-22,Prepaid,0.0,0
710960,107150,21,Gold,209591.24,9.69,60,2023-02-12,2028-01-17,Prepaid,0.0,0
710961,106125,10,Auto,625928.66,10.68,60,2026-03-14,2031-02-16,Active,129075.35,0
710962,109660,17,Personal,209152.74,14.71,12,2024-02-08,2025-02-02,Active,39335.59,0
710963,102117,24,Business,2202529.6,9.99,84,2025-05-14,2032-04-07,Active,785904.39,0
710964,109844,32,Home,1426308.74,10.7,36,2023-09-27,2026-09-11,Active,670564.6,0
710965,101666,20,Home,3882702.81,9.9,60,2024-04-02,2029-03-07,Prepaid,0.0,0
710966,107637,8,Personal,90081.53,14.06,36,2024-11-29,2027-11-14,Active,51196.32,0
710967,105458,11,Personal,391231.63,11.82,180,2026-03-26,2041-01-06,Active,359386.77,0
710968,103754,32,Personal,754272.96,13.59,36,2026-05-14,2029-04-28,Active,636556.45,0
710969,109001,38,Education,657817.73,9.66,36,2022-03-30,2025-03-14,Active,558612.74,0
710970,100487,26,Home,3765181.21,7.2,48,2022-06-16,2026-05-26,Prepaid,0.0,0
710971,104512,39,Business,2976123.45,11.16,24,2024-12-19,2026-12-09,Active,1653442.21,0
710972,108641,28,Personal,125626.43,13.41,36,2021-06-24,2024-06-08,Active,27156.78,0
710973,103554,40,Personal,163070.86,11.19,36,2022-11-19,2025-11-03,Active,46729.96,0
710974,106969,37,Personal,179544.34,10.43,12,2020-05-29,2021-05-24,Active,148675.76,0
710975,103634,8,Personal,156373.74,12.94,12,2025-11-30,2026-11-25,Active,82158.45,0
710976,103826,4,Personal,261258.91,15.36,180,2021-03-05,2035-12-17,Active,176103.43,0
710977,106325,32,Home,4916793.51,9.01,240,2025-08-16,2045-05-03,Active,2811169.05,0
710978,106042,15,Education,684893.94,5.57,12,2023-11-08,2024-11-02,Closed,0.0,0
710979,109522,16,Home,3353290.61,7.8,24,2021-09-13,2023-09-03,Active,547064.05,0
710980,108066,22,Home,2035298.28,6.9,240,2024-10-19,2044-07-06,Active,1325395.93,0
710981,100947,22,Home,3523284.14,7.08,84,2026-07-09,2033-06-02,Active,2018197.99,0
710982,106971,30,Auto,375736.53,7.96,36,2023-07-12,2026-06-26,Active,292794.99,0
710983,104068,22,Personal,241523.84,9.11,24,2020-08-28,2022-08-18,Closed,0.0,0
710984,101791,8,Education,912012.88,6.34,120,2022-06-06,2032-04-14,Active,304352.08,0
710985,106443,23,Personal,207798.0,12.42,60,2026-04-05,2031-03-10,Closed,0.0,0
710986,109361,2,Home,3090588.43,6.75,120,2023-12-17,2033-10-25,Prepaid,0.0,0
710987,107648,10,Personal,227693.79,11.83,36,2020-07-23,2023-07-08,Active,34450.79,0
710988,103183,14,Personal,165347.53,12.67,60,2025-09-17,2030-08-22,Active,147756.19,0
710989,109014,8,Business,2227501.62,10.1,12,2024-07-23,2025-07-18,Closed,0.0,0
710990,109097,28,Auto,384795.81,8.9,24,2026-06-26,2028-06-15,Active,149715.52,0
710991,105711,29,Education,811054.51,7.89,24,2021-09-18,2023-09-08,Active,700915.49,0
710992,105186,1,Auto,286814.18,9.39,60,2023-06-22,2028-05-26,Active,139445.49,0
710993,104404,23,Home,1996467.94,8.2,84,2021-11-18,2028-10-12,Active,338964.08,0
710994,101117,18,Education,305371.65,8.66,48,2022-08-21,2026-07-31,Active,112440.16,0
710995,100235,7,Home,1595334.48,7.72,180,2025-06-07,2040-03-20,Active,245647.05,0
710996,100362,16,Home,1594552.0,8.19,240,2024-08-06,2044-04-23,Active,1210196.61,0
710997,107516,26,Gold,823554.23,10.38,36,2021-12-03,2024-11-17,Active,435124.08,0
710998,105443,40,Business,1763275.28,11.31,84,2023-07-04,2030-05-28,Active,1301223.51,0
710999,104203,35,Business,2659862.28,12.17,36,2023-06-08,2026-05-23,Active,1575613.77,0
711000,102830,26,Personal,222740.87,13.53,60,2020-06-15,2025-05-20,Closed,0.0,0
711001,101486,36,Home,2527663.5,7.98,180,2023-10-22,2038-08-04,Prepaid,0.0,0
711002,107198,24,Home,1106719.41,9.71,24,2022-05-21,2024-05-10,Active,409039.89,0
711003,108091,15,Personal,159685.62,11.53,24,2023-03-31,2025-03-20,Active,47729.19,0
711004,101746,29,Auto,889441.35,10.13,24,2022-11-28,2024-11-17,Active,208355.96,0
711005,106784,25,Home,4750359.05,10.59,48,2024-12-03,2028-11-12,Active,3349485.36,0
711006,105211,15,Personal,170253.79,12.27,48,2025-08-28,2029-08-07,Active,137757.77,0
711007,105217,26,Gold,230289.8,9.87,36,2024-09-23,2027-09-08,Active,129084.12,0
711008,109714,29,Gold,453374.71,14.0,12,2020-08-24,2021-08-19,Active,195891.11,0
711009,105283,27,Home,2553266.69,8.53,240,2026-09-05,2046-05-23,Active,1383325.99,0
711010,105068,31,Auto,794987.0,8.11,60,2020-03-15,2025-02-17,Active,415079.55,0
711011,109644,10,Personal,308189.07,13.36,24,2021-11-23,2023-11-13,Closed,0.0,0
711012,108788,2,Home,4322917.78,9.05,240,2025-07-01,2045-03-18,Active,3033522.18,0
711013,106984,26,Home,2615515.21,9.01,60,2025-12-07,2030-11-11,Active,1615353.86,0
711014,107920,28,Personal,163069.77,13.96,120,2022-11-05,2032-09-13,Active,121550.59,0
711015,106831,11,Business,1093425.31,10.54,180,2021-12-27,2036-10-09,Active,707644.16,0
711016,105510,13,Home,1294845.52,10.14,120,2025-11-17,2035-09-26,Active,1198654.45,0
711017,104408,28,Home,4386502.39,11.1,36,2020-04-14,2023-03-30,Closed,0.0,0
711018,105844,23,Home,3128119.35,11.31,240,2023-10-24,2043-07-11,Active,2182935.36,0
711019,107148,18,Business,850448.94,8.87,240,2024-06-27,2044-03-14,Active,256164.09,0
711020,104272,28,Auto,484698.91,10.57,36,2025-08-05,2028-07-20,Active,124440.82,0
711021,104598,34,Gold,247984.0,10.24,36,2021-03-09,2024-02-22,Closed,0.0,0
711022,107977,6,Gold,150100.11,12.09,24,2022-12-06,2024-11-25,Default,122685.8,1
711023,104844,25,Personal,541143.75,13.12,24,2025-05-17,2027-05-07,Active,354649.23,0
711024,107276,11,Auto,890759.73,12.3,60,2025-06-02,2030-05-07,Active,550335.45,0
711025,101236,2,Gold,381682.63,12.25,84,2022-11-03,2029-09-27,Prepaid,0.0,0
711026,106798,2,Auto,1202092.58,8.72,60,2022-07-27,2027-07-01,Active,1086117.76,0
711027,100156,28,Personal,215166.99,12.0,60,2020-05-20,2025-04-24,Active,98683.08,0
711028,103409,31,Business,1267231.18,9.7,36,2020-11-11,2023-10-27,Active,793937.16,0
711029,103679,29,Auto,269142.09,11.19,84,2022-01-21,2028-12-15,Active,205432.03,0
711030,104390,25,Auto,188747.26,10.23,240,2020-09-11,2040-05-29,Closed,0.0,0
711031,101403,31,Gold,287642.8,8.24,84,2026-09-12,2033-08-06,Active,164937.93,0
711032,109858,6,Personal,425883.39,12.85,12,2026-03-20,2027-03-15,Closed,0.0,0
711033,104308,27,Personal,167322.02,10.98,180,2025-01-02,2039-10-16,Active,85531.3,0
711034,109514,14,Home,4670211.73,9.0,60,2023-05-30,2028-05-03,Active,4393760.46,0
711035,103704,13,Auto,628048.7,9.2,180,2025-12-21,2040-10-03,Active,152457.63,0
711036,100284,15,Auto,617485.01,8.14,60,2023-07-11,2028-06-14,Prepaid,0.0,0
711037,103931,37,Home,3849473.19,8.26,240,2020-11-28,2040-08-15,Active,2976818.1,0
711038,104978,18,Gold,532319.13,9.75,180,2025-05-13,2040-02-24,Active,292502.46,0
711039,107990,17,Personal,428598.06,11.69,36,2023-09-11,2026-08-26,Active,147096.08,0
711040,105745,32,Personal,231541.73,12.42,36,2022-09-14,2025-08-29,Active,50446.15,0
711041,109837,31,Home,2303925.21,9.38,84,2020-02-09,2027-01-03,Active,893776.74,0
711042,100429,12,Home,2990667.98,11.46,240,2023-06-10,2043-02-25,Active,2279007.98,0
711043,105041,34,Home,1580804.11,10.04,24,2023-03-11,2025-02-28,Active,614273.16,0
711044,103287,36,Gold,183281.89,11.49,36,2025-01-13,2027-12-29,Closed,0.0,0
711045,103749,32,Business,1761314.94,11.05,24,2023-09-26,2025-09-15,Active,1187490.63,0
711046,106740,8,Auto,1323935.89,7.27,120,2022-01-10,2031-11-19,Active,561951.82,0
711047,106851,21,Auto,1116792.9,10.4,60,2026-01-03,2030-12-08,Closed,0.0,0
711048,100859,27,Gold,457181.16,11.93,240,2024-05-02,2044-01-18,Active,355143.99,0
711049,107826,22,Personal,249337.44,11.75,60,2022-09-22,2027-08-27,Active,107343.23,0
711050,100750,16,Personal,265958.21,13.89,48,2026-04-15,2030-03-25,Active,105018.27,0
711051,109018,18,Gold,142701.23,11.07,12,2024-06-20,2025-06-15,Active,31644.39,0
711052,104208,35,Personal,159855.87,12.59,120,2021-02-02,2030-12-12,Active,76263.71,0
711053,102097,7,Home,1018506.92,7.4,60,2020-05-06,2025-04-10,Active,586204.42,0
711054,106849,9,Personal,215965.31,12.0,84,2025-01-06,2031-12-01,Closed,0.0,0
711055,106845,26,Personal,269911.85,15.16,24,2025-04-28,2027-04-18,Active,176712.47,0
711056,107509,20,Auto,1375686.45,7.16,180,2020-01-02,2034-10-15,Active,268878.79,0
711057,103985,16,Personal,134360.4,13.02,60,2022-06-12,2027-05-17,Active,47094.54,0
711058,109164,35,Auto,1616319.89,9.55,48,2023-12-27,2027-12-06,Active,1449271.65,0
711059,109656,2,Business,1150135.38,13.93,36,2021-05-31,2024-05-15,Closed,0.0,0
711060,107129,6,Gold,315298.83,10.57,60,2026-08-09,2031-07-14,Active,185651.92,0
711061,109085,32,Education,346982.9,8.29,180,2025-12-14,2040-09-26,Active,300870.19,0
711062,104905,32,Gold,173185.7,9.27,36,2024-09-28,2027-09-13,Active,136032.86,0
711063,104825,4,Gold,736041.93,9.25,36,2023-08-26,2026-08-10,Prepaid,0.0,0
711064,101521,35,Home,2099456.48,10.99,84,2021-04-29,2028-03-23,Active,525142.56,0
711065,108773,33,Home,3534913.36,11.34,240,2022-06-05,2042-02-20,Closed,0.0,0
711066,106433,15,Home,3718893.4,9.07,240,2025-02-15,2044-11-02,Closed,0.0,0
711067,103533,10,Home,2646112.63,8.27,24,2020-03-20,2022-03-10,Active,1907646.66,0
711068,100024,29,Education,278336.12,10.74,180,2022-03-12,2036-12-23,Active,203399.27,0
711069,109890,6,Home,2138804.86,5.5,60,2026-01-16,2030-12-21,Active,1418591.87,0
711070,100236,20,Home,1565250.92,6.59,48,2021-05-06,2025-04-15,Active,539618.67,0
711071,106249,11,Home,1704780.11,5.86,48,2023-07-05,2027-06-14,Active,640460.42,0
711072,107040,29,Education,451914.38,10.21,12,2020-02-19,2021-02-13,Closed,0.0,0
711073,107754,39,Home,1693167.28,8.42,180,2021-07-05,2036-04-17,Active,881881.32,0
711074,104016,36,Auto,385574.09,7.93,240,2024-03-22,2043-12-08,Closed,0.0,0
711075,106863,5,Personal,208759.33,13.58,180,2020-11-29,2035-09-12,Closed,0.0,0
711076,108892,10,Personal,355443.6,13.52,12,2022-03-07,2023-03-02,Closed,0.0,0
711077,102085,28,Business,3584918.61,13.62,24,2025-02-09,2027-01-30,Active,2167474.0,0
711078,105078,33,Home,1865671.24,9.01,120,2024-10-09,2034-08-18,Active,1490338.91,0
711079,109394,39,Auto,754751.78,9.31,120,2025-04-26,2035-03-05,Closed,0.0,0
711080,109832,16,Personal,728727.54,15.49,60,2022-01-26,2026-12-31,Active,119546.95,0
711081,106409,17,Business,510937.1,12.0,180,2023-10-05,2038-07-18,Active,101061.66,0
711082,102039,39,Business,2174776.24,12.73,36,2026-03-12,2029-02-24,Active,449380.39,0
711083,108325,16,Gold,204774.56,6.94,48,2021-03-15,2025-02-22,Default,150480.21,1
711084,102750,10,Home,2052893.4,9.11,36,2023-12-04,2026-11-18,Active,1649194.72,0
711085,105733,9,Gold,429475.3,11.92,240,2022-12-31,2042-09-17,Active,64969.99,0
711086,104979,40,Personal,359875.66,14.99,60,2025-10-05,2030-09-09,Active,237514.08,0
711087,100454,38,Home,2289834.5,6.38,60,2022-02-27,2027-02-01,Closed,0.0,0
711088,109000,19,Home,2861725.41,5.55,60,2020-08-20,2025-07-25,Prepaid,0.0,0
711089,105889,23,Home,1578715.52,8.26,24,2023-07-29,2025-07-18,Closed,0.0,0
711090,107440,1,Personal,200533.48,11.43,84,2021-03-20,2028-02-12,Active,55016.74,0
711091,103021,38,Home,2638160.21,9.09,12,2026-02-20,2027-02-15,Active,2380071.38,0
711092,105500,5,Business,5233713.06,15.0,24,2025-06-24,2027-06-14,Active,1732304.93,0
711093,107865,7,Personal,324095.88,13.01,24,2025-03-11,2027-03-01,Active,124131.55,0
711094,104543,34,Gold,229093.5,10.12,84,2020-04-13,2027-03-08,Closed,0.0,0
711095,103276,24,Home,1739656.12,10.87,60,2026-01-10,2030-12-15,Active,1250862.15,0
711096,108370,25,Gold,261487.67,12.46,240,2021-10-04,2041-06-21,Active,170671.07,0
711097,109534,28,Auto,1035004.56,7.68,36,2023-12-16,2026-11-30,Active,749374.5,0
711098,109282,19,Auto,531618.06,8.91,60,2022-03-20,2027-02-22,Active,114224.33,0
711099,104488,14,Education,608614.47,5.5,48,2022-09-06,2026-08-16,Active,142276.04,0
711100,106376,16,Business,1810021.33,10.94,24,2023-01-10,2024-12-30,Active,781139.17,0
711101,102191,36,Home,2235735.91,8.33,24,2022-11-04,2024-10-24,Default,1205872.64,1
711102,105410,5,Personal,381845.46,12.61,48,2021-06-05,2025-05-15,Active,100336.65,0
711103,104716,22,Personal,172691.13,11.65,60,2021-06-08,2026-05-13,Closed,0.0,0
711104,109986,28,Personal,196416.88,13.76,240,2022-01-16,2041-10-03,Closed,0.0,0
711105,101543,23,Business,1340948.32,12.64,36,2024-11-29,2027-11-14,Closed,0.0,0
711106,106709,19,Home,5400751.66,9.95,12,2020-06-12,2021-06-07,Active,3752589.54,0
711107,101082,40,Home,4378026.8,9.34,84,2022-10-24,2029-09-17,Prepaid,0.0,0
711108,106456,31,Business,1836920.23,11.26,180,2021-05-14,2036-02-25,Active,1112123.16,0
711109,109130,30,Gold,316988.5,10.57,180,2022-10-17,2037-07-30,Active,97892.0,0
711110,104516,20,Auto,1609960.04,9.87,240,2022-07-04,2042-03-21,Active,571200.52,0
711111,100015,32,Auto,1142337.95,11.07,240,2023-07-04,2043-03-21,Active,750830.45,0
711112,107052,36,Home,1609659.19,10.28,120,2023-04-26,2033-03-04,Active,466766.58,0
711113,108510,18,Home,2791862.87,9.28,24,2021-06-28,2023-06-18,Active,1215049.9,0
711114,100514,8,Home,3712282.75,11.08,24,2020-08-22,2022-08-12,Active,1386106.15,0
711115,101000,15,Home,5716450.44,9.34,12,2021-08-05,2022-07-31,Closed,0.0,0
711116,109098,27,Personal,319056.44,13.56,12,2024-08-21,2025-08-16,Active,215300.16,0
711117,102694,11,Auto,1045438.38,8.5,240,2024-01-14,2043-10-01,Active,595974.56,0
711118,102539,4,Auto,265434.95,10.13,48,2023-12-22,2027-12-01,Active,221795.82,0
711119,102195,9,Education,491878.24,7.05,60,2022-06-04,2027-05-09,Active,415819.42,0
711120,100729,15,Home,2465301.65,7.44,180,2022-08-01,2037-05-14,Closed,0.0,0
711121,105177,14,Home,1574478.39,9.49,84,2020-05-23,2027-04-17,Closed,0.0,0
711122,106307,31,Personal,216615.2,11.17,84,2025-11-17,2032-10-11,Active,107214.06,0
711123,104152,11,Education,405759.14,7.24,36,2024-08-24,2027-08-09,Active,256696.78,0
711124,104319,9,Home,2492748.37,8.42,60,2024-11-10,2029-10-15,Active,616018.36,0
711125,102052,15,Personal,440410.39,13.06,36,2024-10-22,2027-10-07,Active,118119.02,0
711126,108667,6,Personal,278563.8,12.46,180,2021-03-30,2036-01-11,Default,190331.51,1
711127,103164,37,Auto,542824.91,6.23,36,2023-09-06,2026-08-21,Closed,0.0,0
711128,103750,35,Gold,372110.35,11.07,180,2025-07-24,2040-05-06,Active,126807.53,0
711129,106127,8,Auto,829378.36,9.21,180,2025-05-08,2040-02-19,Closed,0.0,0
711130,106592,3,Personal,233248.8,13.09,12,2021-08-02,2022-07-28,Default,51892.59,1
711131,109663,37,Business,2489302.58,12.04,84,2026-07-15,2033-06-08,Closed,0.0,0
711132,109078,13,Personal,260467.88,13.12,84,2021-08-19,2028-07-13,Active,112846.45,0
711133,109557,30,Business,1100652.12,11.17,24,2022-04-26,2024-04-15,Active,493157.21,0
711134,106650,16,Home,2155811.39,11.91,60,2026-09-06,2031-08-11,Active,1555722.85,0
711135,106630,16,Auto,936196.21,8.03,60,2024-05-31,2029-05-05,Active,808982.81,0
