transaction_id,account_id,transaction_date,transaction_type,amount,merchant_category,channel,transaction_status
1236979,509426,2025-03-21 08:23:39,Payment,1803.58,Shopping,Mobile,Success
1236980,505287,2025-01-10 07:38:36,Deposit,1362.28,Travel,Mobile,Success
1236981,511623,2025-12-24 23:35:24,Transfer,22805.54,Other,POS,Success
1236982,500898,2025-09-03 12:25:08,Payment,7323.57,Groceries,Branch,Success
1236983,513755,2025-06-26 17:48:20,Deposit,1197.7,Education,POS,Success
1236984,503849,2025-08-05 06:12:32,Withdrawal,2266.85,Groceries,Branch,Success
1236985,511455,2025-08-22 03:35:43,Withdrawal,12647.44,Dining,UPI,Success
1236986,510732,2025-08-19 09:50:18,Deposit,5941.45,Groceries,POS,Success
1236987,502819,2025-05-11 14:27:02,Withdrawal,1565.52,Healthcare,UPI,Failed
1236988,505688,2025-02-25 20:15:22,Deposit,3075.76,Fuel,UPI,Success
1236989,507591,2025-07-05 08:06:00,Withdrawal,8613.28,Dining,Internet Banking,Success
1236990,503592,2025-04-08 07:52:36,Deposit,25948.66,Travel,UPI,Success
1236991,511843,2025-08-18 05:00:08,Transfer,1803.98,Other,Branch,Success
1236992,512111,2025-08-09 11:17:21,Withdrawal,7357.66,Shopping,ATM,Success
1236993,507312,2025-09-26 07:29:47,Transfer,7209.16,Healthcare,POS,Reversed
1236994,512052,2025-04-22 16:46:33,Payment,12648.43,Healthcare,Mobile,Success
1236995,510739,2025-07-02 08:18:20,Withdrawal,1360.08,Utilities,Internet Banking,Success
1236996,503804,2025-02-17 13:36:01,Transfer,896.16,Healthcare,Mobile,Success
1236997,503627,2025-08-27 12:11:22,Deposit,3927.58,Utilities,ATM,Success
1236998,501493,2025-05-02 15:17:18,Fee,2257.93,Shopping,Internet Banking,Success
1236999,508735,2025-12-11 20:09:05,Withdrawal,30983.63,Dining,Mobile,Success
1237000,509919,2025-10-27 15:54:30,Transfer,1735.11,Travel,ATM,Success
1237001,504388,2025-01-30 07:03:52,Transfer,1804.41,Education,UPI,Failed
1237002,500213,2025-12-15 17:19:20,Payment,14011.04,Education,POS,Success
1237003,503958,2025-10-16 09:26:24,Transfer,2008.2,Groceries,Mobile,Success
1237004,505016,2025-09-30 09:10:11,Withdrawal,17566.64,Healthcare,POS,Success
1237005,503425,2025-07-19 07:46:31,Transfer,4819.33,Education,ATM,Success
1237006,513999,2025-01-27 15:16:21,Fee,4430.25,Fuel,Internet Banking,Success
1237007,510373,2025-06-11 05:08:38,Transfer,19935.17,Dining,UPI,Success
1237008,500512,2025-02-13 13:30:35,Transfer,11287.95,Healthcare,ATM,Success
1237009,513786,2025-05-21 15:48:48,Deposit,2256.62,Healthcare,Internet Banking,Success
1237010,509703,2025-02-20 09:34:58,Fee,32159.15,Other,ATM,Success
1237011,500853,2025-03-28 21:58:56,Transfer,2207.89,Healthcare,Branch,Success
1237012,511773,2025-10-24 15:03:48,Transfer,9295.12,Education,POS,Success
1237013,501809,2025-10-20 09:27:18,Interest,8111.41,Education,Mobile,Success
1237014,505985,2025-11-02 15:54:00,Withdrawal,9929.28,Healthcare,UPI,Success
1237015,505061,2025-05-17 13:08:23,Interest,8102.58,Other,POS,Success
1237016,505169,2025-05-22 03:56:59,Payment,9482.71,Fuel,ATM,Success
1237017,505029,2025-08-30 05:33:46,Interest,2118.7,Healthcare,UPI,Success
1237018,513730,2025-01-29 02:36:50,Transfer,1651.36,Utilities,UPI,Success
1237019,512620,2025-02-23 18:00:06,Transfer,2730.51,Healthcare,UPI,Success
1237020,501716,2025-09-16 12:52:38,Deposit,4547.74,Education,POS,Success
1237021,500456,2025-10-04 01:32:23,Interest,3607.06,Utilities,POS,Success
1237022,507642,2025-05-10 21:58:44,Interest,26154.37,Education,ATM,Success
1237023,513009,2025-03-14 07:28:50,Payment,6737.5,Travel,UPI,Success
1237024,508181,2025-02-07 14:54:27,Payment,7312.22,Travel,ATM,Success
1237025,506560,2025-03-08 11:02:46,Interest,55726.15,Other,ATM,Success
1237026,506889,2025-03-12 03:21:09,Payment,13932.88,Fuel,ATM,Success
1237027,506193,2025-04-15 09:32:22,Withdrawal,12517.2,Travel,Internet Banking,Success
1237028,509063,2025-09-13 18:53:50,Deposit,4139.8,Utilities,Branch,Success
1237029,504600,2025-11-23 15:19:40,Deposit,768.09,Dining,ATM,Success
1237030,506537,2025-04-03 16:17:42,Payment,7902.53,Utilities,Internet Banking,Success
1237031,508087,2025-08-10 04:57:20,Fee,6972.14,Fuel,UPI,Success
1237032,505572,2025-10-06 09:08:35,Payment,6521.76,Utilities,Internet Banking,Success
1237033,510269,2025-10-23 02:20:00,Fee,47503.7,Travel,POS,Success
1237034,500265,2025-07-28 11:20:50,Interest,2581.5,Dining,Internet Banking,Success
1237035,507280,2025-06-21 09:06:01,Withdrawal,425.27,Healthcare,Branch,Success
1237036,511428,2025-11-19 08:34:57,Transfer,9772.72,Utilities,ATM,Success
1237037,507044,2025-09-08 04:57:17,Withdrawal,9227.37,Utilities,Mobile,Success
1237038,502362,2025-12-03 09:53:05,Interest,1927.4,Healthcare,POS,Success
1237039,502700,2025-06-28 23:44:08,Withdrawal,18738.54,Dining,UPI,Success
1237040,501646,2025-01-21 09:27:49,Deposit,2997.63,Healthcare,UPI,Success
1237041,504301,2025-04-30 14:03:10,Deposit,7825.88,Shopping,ATM,Success
1237042,512808,2025-11-15 02:10:23,Deposit,4426.03,Utilities,Internet Banking,Success
1237043,507975,2025-06-01 19:26:15,Payment,22367.3,Other,UPI,Success
1237044,506968,2025-02-04 05:24:10,Transfer,3615.42,Travel,POS,Success
1237045,513303,2025-07-22 18:39:48,Deposit,86120.46,Education,Mobile,Success
1237046,512389,2025-04-11 18:09:14,Payment,3209.13,Education,UPI,Success
1237047,506640,2025-01-14 07:07:36,Interest,484.8,Groceries,UPI,Success
1237048,507844,2025-08-20 15:20:01,Transfer,3531.11,Travel,Mobile,Success
1237049,503088,2025-04-07 19:12:08,Interest,3250.05,Groceries,Internet Banking,Success
1237050,501420,2025-08-23 05:01:21,Withdrawal,5483.99,Travel,POS,Success
1237051,506483,2025-04-21 07:47:39,Deposit,1727.51,Education,POS,Success
1237052,510407,2025-12-31 21:38:40,Withdrawal,3819.38,Other,ATM,Success
1237053,501553,2025-07-29 16:13:53,Interest,147387.3,Fuel,Internet Banking,Success
1237054,502995,2025-12-29 05:23:12,Withdrawal,4088.52,Utilities,POS,Success
1237055,510995,2025-11-20 21:13:31,Deposit,4166.48,Education,UPI,Success
1237056,513542,2025-05-01 15:22:34,Deposit,20908.93,Utilities,Mobile,Success
1237057,501358,2025-04-28 11:47:53,Transfer,3220.13,Other,ATM,Success
1237058,510491,2025-11-09 18:39:28,Transfer,14894.31,Shopping,UPI,Success
1237059,503099,2025-10-12 05:52:58,Deposit,38627.16,Shopping,ATM,Success
1237060,501756,2025-08-23 02:13:02,Interest,6268.72,Travel,Branch,Success
1237061,513253,2025-10-04 15:24:26,Withdrawal,1454.52,Travel,Branch,Success
1237062,509865,2025-04-05 20:31:21,Deposit,2592.31,Travel,Internet Banking,Success
1237063,510459,2025-05-07 17:40:24,Deposit,1833.42,Other,ATM,Failed
1237064,509405,2025-06-03 23:06:19,Payment,4917.75,Other,Mobile,Success
1237065,510749,2025-06-19 09:15:10,Payment,3890.76,Groceries,ATM,Success
1237066,504194,2025-08-21 08:57:04,Withdrawal,44943.45,Healthcare,ATM,Success
1237067,511182,2025-11-03 07:42:27,Withdrawal,3160.03,Dining,Internet Banking,Success
1237068,500595,2025-08-19 22:49:06,Deposit,917.6,Education,ATM,Success
1237069,503190,2025-03-18 07:23:14,Withdrawal,17445.12,Shopping,POS,Failed
1237070,510459,2025-10-27 06:15:26,Withdrawal,5666.83,Shopping,Internet Banking,Success
1237071,509857,2025-08-16 22:41:58,Deposit,4553.94,Groceries,Internet Banking,Success
1237072,505640,2025-04-18 08:03:59,Deposit,36615.66,Utilities,Mobile,Success
1237073,509619,2025-03-07 03:15:35,Deposit,1462.41,Other,Internet Banking,Success
1237074,502897,2025-04-30 22:55:26,Withdrawal,18459.85,Travel,UPI,Success
1237075,505779,2025-10-09 12:42:37,Transfer,2375.1,Shopping,Mobile,Success
1237076,508152,2025-05-10 14:44:29,Deposit,7234.1,Travel,Mobile,Success
1237077,501364,2025-01-29 04:49:40,Fee,2922.4,Healthcare,ATM,Success
1237078,506027,2025-04-24 22:47:51,Interest,9527.61,Utilities,Mobile,Success
1237079,501373,2025-09-17 11:23:32,Payment,1384.33,Shopping,UPI,Success
1237080,510865,2025-07-20 02:09:49,Payment,2428.42,Education,POS,Success
1237081,502977,2025-11-23 01:09:58,Withdrawal,1204.99,Fuel,Mobile,Success
1237082,503721,2025-05-31 21:05:24,Withdrawal,858.41,Dining,UPI,Success
1237083,506492,2025-09-23 21:20:51,Deposit,1028.66,Groceries,Branch,Success
1237084,512672,2025-08-03 18:39:46,Deposit,4643.42,Fuel,UPI,Success
1237085,500736,2025-10-17 23:40:48,Payment,1015.34,Dining,UPI,Success
1237086,502799,2025-07-15 15:19:26,Transfer,31461.13,Other,ATM,Success
1237087,504876,2025-05-17 14:54:36,Payment,4258.07,Fuel,UPI,Failed
1237088,501853,2025-04-16 21:40:59,Deposit,13260.04,Utilities,POS,Success
1237089,509521,2025-05-06 02:45:03,Withdrawal,13598.6,Education,Branch,Success
1237090,509046,2025-12-07 21:33:05,Payment,4169.76,Groceries,ATM,Success
1237091,512524,2025-08-05 04:23:44,Withdrawal,902.22,Travel,Branch,Success
1237092,512182,2025-09-08 15:11:05,Withdrawal,4225.22,Healthcare,POS,Success
1237093,501514,2025-04-01 04:36:20,Fee,7495.23,Healthcare,Internet Banking,Success
1237094,502418,2025-07-12 09:00:54,Withdrawal,2185.81,Other,POS,Success
1237095,502895,2025-02-18 13:10:00,Payment,8233.63,Healthcare,UPI,Success
1237096,500824,2025-10-17 10:23:27,Payment,4548.56,Utilities,ATM,Failed
1237097,512841,2025-02-16 05:35:46,Deposit,3964.98,Utilities,POS,Success
1237098,503533,2025-02-21 11:12:16,Transfer,1320.36,Travel,Internet Banking,Success
1237099,506913,2025-10-18 07:11:11,Payment,10508.09,Healthcare,POS,Success
1237100,503632,2025-09-10 01:49:53,Transfer,4091.06,Utilities,UPI,Success
1237101,505115,2025-02-12 21:17:45,Deposit,2038.78,Shopping,ATM,Success
1237102,511896,2025-06-08 06:47:20,Fee,4578.77,Utilities,POS,Success
1237103,513016,2025-04-14 12:29:47,Payment,10636.14,Healthcare,Mobile,Failed
1237104,500315,2025-06-25 04:49:57,Transfer,6245.77,Other,UPI,Success
1237105,510459,2025-09-16 15:06:43,Deposit,3809.96,Education,POS,Success
1237106,508089,2025-06-09 04:17:37,Deposit,3781.45,Utilities,UPI,Success
1237107,511242,2025-01-15 23:57:16,Payment,14288.11,Travel,UPI,Success
1237108,500713,2025-11-16 07:35:01,Payment,5109.32,Dining,UPI,Success
1237109,503077,2025-09-13 09:28:00,Deposit,19365.4,Healthcare,ATM,Success
1237110,502122,2025-12-16 01:42:07,Deposit,3180.36,Fuel,Internet Banking,Success
1237111,508551,2025-12-21 14:57:42,Fee,766.49,Groceries,UPI,Success
1237112,512714,2025-07-01 00:57:28,Fee,3926.12,Groceries,POS,Success
1237113,510822,2025-10-11 04:07:52,Transfer,1712.58,Fuel,POS,Success
1237114,503538,2025-10-25 07:58:05,Transfer,26748.34,Shopping,ATM,Success
1237115,512892,2025-09-29 12:57:35,Transfer,2248.99,Groceries,ATM,Success
1237116,513891,2025-12-18 15:57:35,Interest,5668.45,Travel,ATM,Success
1237117,513041,2025-06-03 20:27:23,Payment,2554.29,Other,Branch,Success
1237118,512272,2025-03-15 02:47:53,Transfer,7529.49,Other,POS,Success
1237119,510609,2025-07-26 20:06:07,Transfer,4224.07,Other,ATM,Success
1237120,504709,2025-01-24 14:25:27,Withdrawal,1245.74,Fuel,Mobile,Success
1237121,504146,2025-08-04 20:53:02,Deposit,21034.2,Fuel,UPI,Success
1237122,501006,2025-05-27 10:21:11,Deposit,9056.2,Fuel,POS,Success
1237123,510074,2025-08-08 21:43:24,Withdrawal,3213.0,Healthcare,UPI,Success
1237124,502444,2025-09-04 06:53:43,Transfer,506.68,Groceries,UPI,Success
1237125,507703,2025-05-05 08:31:14,Withdrawal,12798.85,Education,UPI,Success
1237126,513242,2025-06-13 00:12:46,Transfer,13555.23,Shopping,UPI,Success
1237127,512988,2025-02-12 10:46:01,Fee,7112.03,Other,Internet Banking,Success
1237128,510888,2025-03-09 04:23:43,Transfer,1714.57,Groceries,UPI,Success
1237129,503185,2025-07-28 10:05:59,Transfer,6072.3,Healthcare,POS,Success
1237130,500329,2025-04-10 11:23:55,Deposit,6829.79,Travel,UPI,Success
1237131,501003,2025-11-13 06:59:27,Deposit,6023.03,Healthcare,UPI,Success
1237132,512038,2025-04-10 04:38:01,Withdrawal,4158.18,Utilities,POS,Success
1237133,505069,2025-03-05 20:35:16,Withdrawal,6512.45,Fuel,Branch,Success
1237134,509053,2025-10-06 11:59:59,Deposit,14041.27,Healthcare,POS,Success
1237135,504442,2025-08-19 21:24:05,Fee,9751.75,Travel,Branch,Reversed
1237136,502398,2025-03-23 06:43:04,Interest,14428.32,Healthcare,Mobile,Success
1237137,509639,2025-07-21 07:32:49,Deposit,1179.31,Healthcare,Mobile,Success
1237138,501153,2025-10-21 14:33:40,Withdrawal,4030.76,Dining,Branch,Success
1237139,512469,2025-10-25 20:03:56,Deposit,5472.67,Shopping,UPI,Success
1237140,513825,2025-03-14 21:01:39,Deposit,2202.65,Healthcare,POS,Success
1237141,508178,2025-11-01 14:03:04,Transfer,2188.92,Dining,UPI,Success
1237142,500170,2025-12-06 20:11:01,Withdrawal,9528.2,Other,ATM,Success
1237143,510924,2025-08-04 05:28:16,Transfer,2043.56,Shopping,UPI,Success
1237144,507272,2025-11-18 14:00:29,Fee,6184.95,Other,Internet Banking,Success
1237145,513947,2025-12-19 05:18:30,Interest,5183.18,Groceries,UPI,Success
1237146,509398,2025-07-31 10:31:39,Payment,5143.67,Other,POS,Success
1237147,510484,2025-11-27 14:40:54,Deposit,63575.9,Utilities,UPI,Success
1237148,509749,2025-03-01 20:15:43,Deposit,2718.7,Shopping,Branch,Success
1237149,505734,2025-08-12 19:13:47,Deposit,11906.09,Groceries,UPI,Success
1237150,502887,2025-12-01 12:01:28,Withdrawal,7517.8,Groceries,Branch,Success
1237151,513124,2025-02-23 13:55:43,Deposit,6994.24,Groceries,Mobile,Success
1237152,506517,2025-12-13 14:58:51,Withdrawal,3002.09,Other,UPI,Success
1237153,506041,2025-05-02 00:50:54,Interest,1597.26,Dining,UPI,Success
1237154,507285,2025-11-29 06:05:53,Payment,11726.85,Groceries,Mobile,Success
1237155,511351,2025-01-02 12:01:25,Payment,3089.69,Other,Mobile,Success
1237156,512429,2025-08-29 00:15:07,Payment,3783.23,Other,Mobile,Failed
1237157,508401,2025-08-15 01:11:16,Fee,6256.96,Other,Mobile,Success
1237158,512179,2025-11-16 02:44:09,Fee,955.78,Groceries,UPI,Success
1237159,510173,2025-11-21 12:44:39,Deposit,8373.44,Utilities,UPI,Success
1237160,501031,2025-05-24 15:12:10,Withdrawal,996.77,Other,Mobile,Success
1237161,507755,2025-02-02 20:04:43,Deposit,6087.49,Shopping,POS,Success
1237162,513597,2025-01-13 05:05:29,Withdrawal,31704.19,Dining,ATM,Success
1237163,505370,2025-09-25 23:27:00,Deposit,3055.27,Groceries,Mobile,Success
1237164,505723,2025-02-19 17:28:40,Deposit,10701.83,Utilities,UPI,Success
1237165,505333,2025-04-21 18:25:57,Payment,6200.83,Education,POS,Success
1237166,509230,2025-02-19 17:12:32,Fee,1680.86,Other,POS,Success
1237167,511045,2025-08-12 00:17:31,Withdrawal,163.91,Utilities,Internet Banking,Success
1237168,512993,2025-06-19 15:04:10,Withdrawal,6345.85,Healthcare,POS,Success
1237169,501845,2025-01-20 10:32:16,Deposit,1300.52,Fuel,Mobile,Success
1237170,511474,2025-12-02 06:17:12,Deposit,7571.21,Utilities,POS,Success
1237171,508625,2025-01-22 15:01:30,Fee,10524.09,Groceries,ATM,Success
1237172,513387,2025-09-05 05:52:22,Transfer,103091.83,Utilities,UPI,Success
1237173,501763,2025-01-10 04:57:33,Deposit,18012.76,Education,Internet Banking,Reversed
1237174,505918,2025-11-06 12:15:37,Withdrawal,1630.54,Dining,Internet Banking,Success
1237175,508908,2025-12-29 10:09:42,Payment,4275.67,Fuel,ATM,Success
1237176,511526,2025-07-04 21:42:00,Transfer,20784.26,Dining,UPI,Success
1237177,509905,2025-08-10 17:15:04,Payment,11069.94,Education,POS,Failed
1237178,512464,2025-11-02 13:29:40,Deposit,10305.8,Other,UPI,Success
1237179,503449,2025-11-14 16:12:01,Payment,8218.97,Dining,Mobile,Success
1237180,512188,2025-07-22 23:57:07,Withdrawal,1749.68,Education,Internet Banking,Success
1237181,503887,2025-12-08 22:49:33,Withdrawal,1353.49,Travel,Mobile,Success
1237182,509500,2025-08-06 18:25:22,Deposit,13025.44,Shopping,Mobile,Success
1237183,513047,2025-09-12 11:43:51,Deposit,15662.15,Travel,UPI,Success
1237184,508121,2025-01-28 12:59:18,Fee,29587.76,Groceries,ATM,Success
1237185,505421,2025-08-09 10:17:40,Withdrawal,5952.07,Utilities,ATM,Success
1237186,509075,2025-07-11 17:14:44,Payment,1560.19,Education,POS,Success
1237187,501974,2025-03-01 13:07:25,Deposit,13915.57,Other,UPI,Success
1237188,509337,2025-03-23 10:49:07,Deposit,4816.66,Other,UPI,Success
1237189,512207,2025-03-22 20:00:42,Withdrawal,6242.87,Dining,Mobile,Success
1237190,506589,2025-08-07 14:12:43,Deposit,1369.68,Education,ATM,Success
1237191,501690,2025-12-22 16:13:24,Withdrawal,9269.52,Utilities,UPI,Success
1237192,500900,2025-05-03 13:32:46,Payment,8288.48,Healthcare,POS,Success
1237193,505328,2025-12-20 01:14:06,Interest,20517.48,Dining,Mobile,Success
1237194,502269,2025-04-25 11:18:23,Payment,3472.43,Shopping,ATM,Success
1237195,506904,2025-11-27 01:55:54,Transfer,6036.82,Groceries,Internet Banking,Success
1237196,502244,2025-10-10 12:25:02,Payment,12705.45,Other,Branch,Success
1237197,509505,2025-11-26 05:08:06,Transfer,13754.7,Dining,UPI,Success
1237198,510949,2025-03-11 15:40:58,Deposit,12652.9,Utilities,UPI,Success
1237199,500231,2025-08-01 14:44:51,Transfer,4933.01,Utilities,Mobile,Success
1237200,502725,2025-05-26 23:52:06,Transfer,1290.51,Other,UPI,Success
1237201,505904,2025-05-12 21:02:32,Payment,12926.64,Healthcare,ATM,Success
1237202,512111,2025-11-25 08:23:00,Withdrawal,2396.66,Education,UPI,Success
1237203,505241,2025-04-14 13:04:06,Withdrawal,2294.66,Healthcare,Mobile,Success
1237204,508307,2025-09-17 21:44:45,Transfer,2781.48,Education,UPI,Success
1237205,509831,2025-11-17 05:27:00,Transfer,18366.59,Utilities,Internet Banking,Success
1237206,507771,2025-06-10 16:10:09,Deposit,1854.82,Groceries,Branch,Success
1237207,503072,2025-12-23 01:21:07,Payment,14501.43,Travel,POS,Success
1237208,503059,2025-05-20 04:10:38,Deposit,2515.82,Fuel,ATM,Success
1237209,503618,2025-05-29 01:52:34,Fee,3461.7,Dining,POS,Success
1237210,508033,2025-10-05 17:24:58,Interest,2694.58,Dining,ATM,Success
1237211,508352,2025-03-17 03:41:02,Withdrawal,13213.22,Other,POS,Success
1237212,513792,2025-05-13 22:45:53,Transfer,9502.48,Fuel,Mobile,Success
1237213,506296,2025-06-01 15:59:14,Transfer,7304.03,Fuel,Mobile,Success
1237214,508099,2025-07-26 00:50:23,Deposit,1775.92,Dining,Mobile,Success
1237215,501058,2025-01-07 02:23:38,Transfer,7534.83,Dining,UPI,Success
1237216,500538,2025-02-15 17:35:54,Deposit,51963.38,Fuel,POS,Success
1237217,513790,2025-05-27 23:15:31,Deposit,8728.51,Education,UPI,Success
1237218,506136,2025-11-13 04:41:31,Deposit,4266.52,Other,Mobile,Success
1237219,512773,2025-04-27 23:35:13,Payment,4758.25,Healthcare,ATM,Success
1237220,501552,2025-07-17 11:52:35,Payment,19785.87,Dining,UPI,Success
1237221,513452,2025-04-29 20:43:55,Fee,9598.16,Groceries,Mobile,Success
1237222,505180,2025-10-06 09:45:45,Interest,2133.47,Fuel,Mobile,Success
1237223,511483,2025-11-17 15:53:47,Fee,19527.81,Education,UPI,Success
1237224,508521,2025-01-19 15:58:17,Transfer,41010.31,Utilities,POS,Success
1237225,509301,2025-04-24 16:49:28,Transfer,8058.39,Other,ATM,Success
1237226,505830,2025-03-12 15:30:26,Deposit,21364.75,Travel,POS,Success
1237227,501449,2025-10-26 04:09:09,Deposit,9291.83,Other,POS,Success
1237228,508014,2025-02-21 20:04:14,Fee,116014.22,Healthcare,POS,Success
1237229,513127,2025-10-11 12:36:07,Payment,22631.97,Healthcare,Internet Banking,Success
1237230,513840,2025-02-06 08:35:26,Withdrawal,7058.14,Shopping,Internet Banking,Success
1237231,512671,2025-03-25 17:19:09,Deposit,12324.36,Education,ATM,Success
1237232,504418,2025-02-01 21:42:31,Payment,1573.64,Utilities,Internet Banking,Success
1237233,504063,2025-06-28 19:29:23,Payment,2864.55,Shopping,UPI,Success
1237234,506299,2025-04-23 05:53:44,Deposit,7890.58,Utilities,ATM,Success
1237235,507281,2025-03-25 23:59:38,Deposit,48762.38,Groceries,UPI,Success
1237236,500803,2025-02-02 13:47:34,Fee,17475.84,Shopping,POS,Success
1237237,511569,2025-11-19 08:44:27,Payment,1734.14,Other,POS,Success
1237238,512526,2025-05-01 15:08:44,Deposit,4852.53,Healthcare,UPI,Success
1237239,506403,2025-10-01 01:35:08,Payment,2542.39,Healthcare,UPI,Success
1237240,504375,2025-10-16 18:13:45,Payment,33207.99,Dining,UPI,Success
1237241,502322,2025-12-15 11:43:55,Deposit,7334.36,Travel,POS,Success
1237242,511335,2025-12-23 11:28:06,Transfer,7088.64,Shopping,Branch,Success
1237243,505492,2025-05-24 12:03:08,Withdrawal,8420.04,Education,POS,Success
1237244,510319,2025-05-31 15:02:09,Interest,9191.18,Dining,ATM,Failed
1237245,501047,2025-06-20 07:05:20,Transfer,9845.77,Travel,UPI,Success
1237246,510388,2025-06-19 10:14:00,Deposit,9214.57,Dining,Internet Banking,Success
1237247,509310,2025-02-26 14:49:02,Interest,11863.84,Fuel,UPI,Failed
1237248,503444,2025-05-12 00:22:16,Interest,15580.67,Dining,Mobile,Success
1237249,503318,2025-05-14 18:55:15,Transfer,9733.89,Education,POS,Success
1237250,503889,2025-05-22 22:26:47,Deposit,5912.91,Travel,ATM,Success
1237251,503230,2025-05-23 00:23:36,Withdrawal,13978.58,Fuel,UPI,Success
1237252,512101,2025-06-05 16:23:23,Withdrawal,962.52,Dining,UPI,Success
1237253,502224,2025-04-16 00:48:29,Fee,390.35,Healthcare,UPI,Success
1237254,513909,2025-01-04 14:25:18,Payment,3266.82,Groceries,UPI,Success
1237255,507432,2025-07-07 02:27:55,Withdrawal,3601.71,Fuel,UPI,Success
1237256,501656,2025-11-06 14:04:12,Payment,3117.73,Groceries,UPI,Success
1237257,510348,2025-12-19 19:47:58,Transfer,3262.92,Groceries,UPI,Failed
1237258,500933,2025-04-08 16:37:59,Fee,998.17,Travel,ATM,Success
1237259,510895,2025-09-09 22:57:53,Payment,19915.35,Groceries,UPI,Success
1237260,500479,2025-09-12 04:27:17,Transfer,2118.61,Groceries,Mobile,Success
1237261,511961,2025-03-30 23:56:38,Deposit,1323.58,Education,Internet Banking,Success
1237262,505014,2025-03-10 09:44:57,Transfer,4348.95,Shopping,POS,Success
1237263,509165,2025-05-29 06:26:10,Transfer,1751.42,Fuel,Branch,Success
1237264,510781,2025-11-29 00:41:10,Deposit,4545.71,Groceries,POS,Success
1237265,512848,2025-07-18 22:32:24,Transfer,7350.26,Other,ATM,Success
1237266,500330,2025-01-24 11:04:45,Interest,2719.57,Fuel,Mobile,Success
1237267,505916,2025-04-03 05:58:40,Transfer,7386.32,Groceries,ATM,Success
1237268,507344,2025-10-29 21:36:05,Payment,6223.79,Other,Mobile,Success
1237269,513476,2025-06-14 22:08:18,Deposit,2272.86,Groceries,POS,Success
1237270,502138,2025-05-19 20:16:23,Payment,1535.02,Groceries,POS,Success
1237271,511415,2025-04-20 23:08:40,Payment,1635.25,Travel,POS,Success
1237272,511357,2025-03-03 19:13:42,Fee,3276.39,Education,ATM,Success
1237273,512082,2025-09-01 08:12:47,Withdrawal,1749.63,Other,UPI,Success
1237274,500711,2025-04-29 10:12:07,Deposit,4925.2,Other,POS,Success
1237275,504239,2025-06-09 00:30:11,Payment,4749.97,Dining,UPI,Success
1237276,509590,2025-12-11 03:02:53,Deposit,34708.46,Education,Internet Banking,Success
1237277,507351,2025-08-18 15:18:06,Deposit,3744.93,Healthcare,Internet Banking,Success
1237278,501470,2025-04-08 05:23:10,Payment,4426.88,Utilities,Internet Banking,Success
1237279,504757,2025-02-26 11:42:19,Interest,184.37,Healthcare,Branch,Success
1237280,504283,2025-09-14 06:30:35,Transfer,1779.88,Groceries,Internet Banking,Success
1237281,513341,2025-03-13 03:32:10,Payment,1105.87,Fuel,POS,Success
1237282,500360,2025-12-21 12:02:59,Fee,4674.58,Dining,UPI,Success
1237283,512321,2025-09-22 21:17:15,Payment,5362.06,Dining,Branch,Success
1237284,500697,2025-05-16 06:02:24,Payment,6132.7,Utilities,UPI,Success
1237285,501458,2025-07-26 15:53:36,Transfer,6821.53,Shopping,Internet Banking,Success
1237286,504813,2025-09-16 15:16:34,Withdrawal,7390.53,Fuel,UPI,Success
1237287,507962,2025-11-24 07:14:27,Deposit,24885.24,Healthcare,Mobile,Success
1237288,506481,2025-06-15 17:07:32,Fee,8166.18,Groceries,UPI,Success
1237289,510398,2025-05-28 02:15:32,Transfer,21734.26,Education,Mobile,Success
1237290,501721,2025-04-20 10:56:13,Payment,33055.61,Shopping,ATM,Success
1237291,503968,2025-01-11 19:59:55,Payment,3005.1,Shopping,Mobile,Success
1237292,500281,2025-10-01 00:08:24,Payment,16764.44,Other,Mobile,Success
1237293,504088,2025-01-26 07:56:24,Withdrawal,1759.76,Groceries,UPI,Success
1237294,509867,2025-07-09 20:03:29,Interest,734.63,Dining,Internet Banking,Success
1237295,511476,2025-03-07 08:52:57,Payment,5368.27,Utilities,Internet Banking,Success
1237296,506261,2025-12-28 05:42:00,Deposit,22186.76,Utilities,POS,Success
1237297,508880,2025-07-19 08:35:50,Interest,8070.14,Groceries,Internet Banking,Success
1237298,511821,2025-03-18 23:36:29,Deposit,1615.52,Fuel,POS,Success
1237299,509705,2025-07-28 01:44:44,Withdrawal,6857.45,Healthcare,ATM,Success
1237300,508463,2025-05-11 21:45:39,Fee,2875.86,Healthcare,Branch,Success
1237301,508540,2025-01-03 09:45:34,Withdrawal,2974.86,Dining,Internet Banking,Success
1237302,507597,2025-12-02 22:57:02,Transfer,4013.46,Utilities,Branch,Success
1237303,511013,2025-03-13 13:11:22,Payment,9061.1,Utilities,Mobile,Success
1237304,508092,2025-10-30 00:12:39,Payment,2144.87,Utilities,Branch,Success
1237305,503144,2025-09-03 23:26:04,Fee,4339.16,Dining,UPI,Success
1237306,504607,2025-11-01 22:54:57,Deposit,26645.03,Dining,Mobile,Success
1237307,504734,2025-10-27 18:56:45,Deposit,5644.85,Shopping,UPI,Success
1237308,506945,2025-06-26 12:45:34,Withdrawal,6947.3,Groceries,UPI,Success
1237309,512933,2025-10-06 04:22:20,Withdrawal,17693.09,Travel,Mobile,Success
1237310,509772,2025-04-04 01:21:37,Transfer,3467.11,Education,Branch,Success
1237311,509920,2025-09-18 04:42:59,Transfer,13361.86,Travel,UPI,Success
